,player,choice,col_0,col_1,col_2,col_3,col_4,col_5,col_6,move
22,Player 2,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]",3
22,Player 1,6,"[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]",4
22,Player 2,1,"[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",5
22,Player 1,3,"[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",6
22,Player 2,0,"[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",7
22,Player 1,6,"[0.0, 0.0, 0.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",8
22,Player 2,4,"[0.0, 0.0, 0.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",9
22,Player 1,1,"[0.0, 0.0, 0.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",10
22,Player 2,0,"[0.0, 0.0, 0.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",11
22,Player 1,5,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",12
22,Player 2,4,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",13
22,Player 1,5,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",14
22,Player 2,2,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",15
22,Player 1,1,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",16
22,Player 2,2,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",17
22,Player 1,0,"[0.0, 0.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",18
22,Player 2,0,"[0.0, 1.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",19
22,Player 1,1,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 0.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",20
22,Player 2,6,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 1.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]",21
22,Player 1,2,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 1.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, -1.0]",22
22,Player 2,6,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 1.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, -1.0]",23
22,Player 1,1,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0]","[0.0, 1.0, 1.0, 1.0, -1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, -1.0, -1.0, 1.0, 1.0, -1.0]",24
23,Player 2,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
23,Player 1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
23,Player 2,5,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
23,Player 1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3
23,Player 2,3,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4
23,Player 1,4,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5
23,Player 2,5,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6
23,Player 1,5,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7
23,Player 2,3,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8
23,Player 1,4,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9
23,Player 2,6,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10
23,Player 1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]",11
23,Player 2,6,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0]",12
23,Player 1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]",13
23,Player 2,6,"[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]",14
23,Player 1,4,"[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",15
23,Player 2,0,"[0.0, 0.0, 0.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",16
23,Player 1,1,"[0.0, 0.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",17
23,Player 2,3,"[0.0, 0.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",18
23,Player 1,0,"[0.0, 0.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",19
23,Player 2,5,"[0.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",20
23,Player 1,2,"[0.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",21
23,Player 2,1,"[0.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",22
23,Player 1,6,"[0.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]",23
23,Player 2,0,"[0.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",24
23,Player 1,5,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",25
23,Player 2,5,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",26
23,Player 1,1,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",27
23,Player 2,4,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",28
23,Player 1,1,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[0.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",29
23,Player 2,6,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0]",30
23,Player 1,2,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, -1.0, 1.0, -1.0, -1.0, -1.0]",31
23,Player 2,6,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[0.0, -1.0, 1.0, -1.0, -1.0, -1.0]",32
23,Player 1,4,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]",33
23,Player 2,4,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[0.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]",34
23,Player 1,2,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[-1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]",35
23,Player 2,2,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[-1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]",36
23,Player 1,3,"[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, -1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[-1.0, 1.0, -1.0, 1.0, 1.0, 1.0]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0]","[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]",37
